tweet_id,created_at,date,month,year,hour,weekday,author,tweet_text_raw,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment,sentiment_conf
t00771,2016-12-06 21:27:00,2016-12-06,2016-12,2016,21,Tuesday,arianagrande,"""full out!"" @jammyprod ♡ ♡ ♡ I love my #hairspraylive family with all my damn heart. what an… https://t.co/E7ehTFHqpo",18302,5468,0.0039,0.0102,0.9859,0.9821,Positive,0.9859
t00772,2015-12-01 19:21:00,2015-12-01,2015-12,2015,19,Tuesday,theellenshow,Did you see what my audience won today? I saved one of everything for someone on Twitter! https://t.co/2kFgIp44rr https://t.co/Rszqno0eWe,6520,1438,0.0024,0.0932,0.9043,0.9019,Positive,0.9043
t00773,2015-09-01 15:59:00,2015-09-01,2015-09,2015,15,Tuesday,justinbieber,Good morning http://t.co/guDqrRG3My,45584,39000,0.006,0.077,0.917,0.9111,Positive,0.917
t00774,2016-09-21 16:35:00,2016-09-21,2016-09,2016,16,Wednesday,theellenshow,I had a very special guest drop by with big news about #TheTylerOakleyShow! You’ll never guess who it was. https://t.co/3YXHslo1zX,13404,2884,0.0014,0.0443,0.9542,0.9528,Positive,0.9542
t00775,2016-03-31 17:20:00,2016-03-31,2016-03,2016,17,Thursday,youtube,We’re in LA with some of your favorite YouTubers! Follow our Snapchat story to see who pops up! Username = youtube https://t.co/Da7f6F2oYE,2177,288,0.0017,0.1679,0.8304,0.8286,Positive,0.8304
t00776,2016-08-28 23:45:00,2016-08-28,2016-08,2016,23,Sunday,britneyspears,So ready for this night ✨💃🏼#VMAs https://t.co/Py2IOB2YxT,38164,12509,0.002,0.0094,0.9886,0.9866,Positive,0.9886
t00777,2016-11-22 13:07:00,2016-11-22,2016-11,2016,13,Tuesday,jimmyfallon,"Jason Sudeikis, @KChenoweth, @JoeJonas and I try a new game called Tandem Sculptionary https://t.co/Gxr5FjP0go #FallonTonight",1170,209,0.0035,0.7758,0.2207,0.2173,Neutral,0.7758
t00778,2015-11-01 22:06:00,2015-11-01,2015-11,2015,22,Sunday,kimkardashian,@Aussie_Kardash hi doll! #bff,205,67,0.003,0.0955,0.9015,0.8986,Positive,0.9015
t00779,2011-09-16 22:36:00,2011-09-16,2011-09,2011,22,Friday,selenagomez,Happy Friday everyone. I hope you all enjoy the weekend. What are your plans?,1132,3557,0.0018,0.0113,0.987,0.9852,Positive,0.987
t00780,2014-11-21 13:58:00,2014-11-21,2014-11,2014,13,Friday,cristiano,Christmas time has arrived. http://t.co/gJUbosLaDw,26058,13044,0.004,0.2003,0.7956,0.7916,Positive,0.7956
t00781,2013-02-21 17:39:00,2013-02-21,2013-02,2013,17,Thursday,rihanna,Me and my #RASTAwoman balloons http://t.co/TpzlejyPw9,991,1459,0.01,0.728,0.262,0.2519,Neutral,0.728
t00782,2017-01-18 20:02:00,2017-01-18,2017-01,2017,20,Wednesday,twitter,"#DayOne of the Trump presidency begins this Friday with the #Inauguration, streaming LIVE on Twitter. https://t.co/cXqjEOQqZn",1062,332,0.0029,0.7888,0.2082,0.2053,Neutral,0.7888
t00783,2015-10-26 22:06:00,2015-10-26,2015-10,2015,22,Monday,ddlovato,Here we goooo! @nickjonas & I are ready to take the stage in one hour at @irvingplaza!😜😜You can livestream at https://t.co/ircn3OPacR,11182,7599,0.0014,0.0522,0.9464,0.945,Positive,0.9464
t00784,2013-11-12 20:58:00,2013-11-12,2013-11,2013,20,Tuesday,britneyspears,Cute Charly! Xo RT @charly_bradshaw #MyBritneyJeanCover so sweet thanks @britneyspears http://t.co/KAsQprQnU1 http://t.co/2cp7cyGUwv,1004,484,0.0028,0.0154,0.9818,0.979,Positive,0.9818
t00785,2012-07-13 03:07:00,2012-07-13,2012-07,2012,3,Friday,selenagomez,@daintyselly noooo you have no idea how much I love YOU,857,1817,0.0208,0.0264,0.9528,0.932,Positive,0.9528
t00786,2013-03-26 13:43:00,2013-03-26,2013-03,2013,13,Tuesday,shakira,Welcome to the team guys! @The_Mark_Andrew @KrisThomasMusik. So excited to work with you both. #TeamShakira @NBCTheVoice. Shak,442,504,0.0018,0.0104,0.9878,0.986,Positive,0.9878
t00787,2013-03-20 18:31:00,2013-03-20,2013-03,2013,18,Wednesday,rihanna,Oh shit! #PourItUp #RIHmix is about to drop!!!! #jeezy #ross #juicyj #tip #rih,1560,3226,0.0222,0.1789,0.7989,0.7767,Positive,0.7989
t00788,2016-06-23 15:46:00,2016-06-23,2016-06,2016,15,Thursday,twitter,"With hours to go until polls close in Britain, see how people are talking about the historic #EURef. https://t.co/lNiOayOV4y",650,189,0.0076,0.8648,0.1275,0.1199,Neutral,0.8648
t00789,2015-10-16 13:37:00,2015-10-16,2015-10,2015,13,Friday,cristiano,"Photoshoot with @AngelAlessandra for a special project. Great meeting her, a lot of fun. http://t.co/wzv2kBB4Zz http://t.co/pyWUUZvbVS",10845,3157,0.0017,0.0081,0.9902,0.9885,Positive,0.9902
t00790,2015-02-24 02:05:00,2015-02-24,2015-02,2015,2,Tuesday,ladygaga,"A very humbling review of my Oscar performance http://t.co/n8PrXelFvy I love this piece of music so much, thank you.",12954,6996,0.0042,0.0087,0.987,0.9828,Positive,0.987
t00791,2011-04-26 19:13:00,2011-04-26,2011-04,2011,19,Tuesday,twitter,Twitter blog post: Twitter now available in Russian and Turkish http://t.co/YnGIst3,151,449,0.0044,0.7485,0.2471,0.2426,Neutral,0.7485
t00792,2013-04-29 03:18:00,2013-04-29,2013-04,2013,3,Monday,katyperry,RT @lenadunham: Twerkin hard or hardly twerkin?,1853,2749,0.0312,0.9398,0.029,-0.0022,Neutral,0.9398
t00793,2016-11-02 23:00:00,2016-11-02,2016-11,2016,23,Wednesday,youtube,Getting homework done like → https://t.co/6AZ9CSNHM8 https://t.co/8ti4ddlelI,853,179,0.0277,0.8774,0.0949,0.0672,Neutral,0.8774
t00794,2016-09-09 02:17:00,2016-09-09,2016-09,2016,2,Friday,jimmyfallon,@russwest44 @nbc I am LOVING my shoes!! Hoodie next time. Thanks.,311,42,0.0028,0.0085,0.9886,0.9858,Positive,0.9886
t00795,2016-07-18 04:31:00,2016-07-18,2016-07,2016,4,Monday,selenagomez,There are more important things to talk about... Why can't people use their voice for something that fucking matters?,231452,111671,0.9085,0.0832,0.0083,-0.9001,Negative,0.9085
t00796,2011-07-14 00:15:00,2011-07-14,2011-07,2011,0,Thursday,twitter,"Hey #WWC fans, your Tweets of support inspired Team #USA to go out and win! http://t.co/WEzVAz3 Good luck in the finals @hopesolo and team!",68,121,0.0021,0.0133,0.9846,0.9825,Positive,0.9846
t00797,2015-03-28 16:44:00,2015-03-28,2015-03,2015,16,Saturday,barackobama,You've got this: http://t.co/l8zQYngoOn http://t.co/Iue5qqR3Lu,2188,722,0.0048,0.0661,0.9291,0.9244,Positive,0.9291
t00798,2012-12-03 20:37:00,2012-12-03,2012-12,2012,20,Monday,britneyspears,You're a day late @SimonCowell. Clearly your senility is to blame. I forgive you :),1296,1752,0.7798,0.1875,0.0326,-0.7472,Negative,0.7798
t00799,2015-02-16 10:38:00,2015-02-16,2015-02,2015,10,Monday,katyperry,...💃BARCELONA💃w/ @charli_xcx tonight! R U COMING?! #PrismaticBarcelona,16040,8468,0.0022,0.3113,0.6866,0.6844,Positive,0.6866
t00800,2017-01-11 10:05:00,2017-01-11,2017-01,2017,10,Wednesday,arianagrande,literal angel on earth gracing us with her presence https://t.co/LNHattwLUE,16828,4212,0.0029,0.0427,0.9544,0.9515,Positive,0.9544
t00801,2015-05-03 19:41:00,2015-05-03,2015-05,2015,19,Sunday,justinbieber,Congrats on 48-0 @floydmayweather. Go see both of our shots from last night http://t.co/6G6daH6DdI #moneymayweather,72961,57166,0.0017,0.0267,0.9716,0.9699,Positive,0.9716
t00802,2015-09-25 21:00:00,2015-09-25,2015-09,2015,21,Friday,katyperry,Yesterday at 6am I started climbing that huge mountain you see in all the Machu Picchu pictures… https://t.co/O3yQWyJszp,9947,4944,0.0055,0.4907,0.5038,0.4982,Positive,0.5038
t00803,2016-09-06 16:35:00,2016-09-06,2016-09,2016,16,Tuesday,instagram,We’re popping up for this week’s #WeeklyFluff 😻 https://t.co/O5ZfTEnVIm,780,141,0.0013,0.1184,0.8803,0.8791,Positive,0.8803
t00804,2012-05-02 21:41:00,2012-05-02,2012-05,2012,21,Wednesday,selenagomez,"Did a fun twitter contest last week for Dream Out Loud at Kmart The Grove, take a peek at the video. Hope... http://t.co/bf5ymGY1",1543,3547,0.0015,0.0816,0.9169,0.9154,Positive,0.9169
t00805,2013-09-20 17:20:00,2013-09-20,2013-09,2013,17,Friday,britneyspears,@thuutu @juneconey Vegasney?? LOL #PieceOfMeTickets,573,1218,0.0127,0.7087,0.2786,0.2659,Neutral,0.7087
t00806,2014-11-12 18:07:00,2014-11-12,2014-11,2014,18,Wednesday,barackobama,Add your name if you support the President's historic agreement with China on climate change: http://t.co/BI931suA5b #ActOnClimate,1091,598,0.0071,0.5729,0.42,0.4128,Neutral,0.5729
t00807,2016-02-20 21:07:00,2016-02-20,2016-02,2016,21,Saturday,arianagrande,wooooooow. I love y'all thank you. it's coming! ☁️ https://t.co/mjxpoel2cy,24073,9753,0.003,0.0058,0.9912,0.9883,Positive,0.9912
t00808,2016-06-11 16:57:00,2016-06-11,2016-06,2016,16,Saturday,selenagomez,My heart is absolutely broken. I miss you Christina https://t.co/KWGwZZlj4t,429159,163071,0.853,0.1063,0.0408,-0.8122,Negative,0.853
t00809,2013-08-20 20:21:00,2013-08-20,2013-08,2013,20,Tuesday,katyperry,👀 “@anapurry: @katyperry i 👀 you. can you 👀 me? love u bb”,1204,1243,0.0023,0.0369,0.9608,0.9585,Positive,0.9608
t00810,2016-03-14 08:55:00,2016-03-14,2016-03,2016,8,Monday,justinbieber,#PurposeTourPortland was fun tonight,112692,61152,0.0023,0.0143,0.9834,0.9811,Positive,0.9834
t00811,2016-07-13 23:47:00,2016-07-13,2016-07,2016,23,Wednesday,ddlovato,"@elvisduran had so much fun, thanks for bringing the entertainment elvis 😚",4462,2133,0.0026,0.0077,0.9897,0.9872,Positive,0.9897
t00812,2014-11-07 00:21:00,2014-11-07,2014-11,2014,0,Friday,katyperry,Be weary of watching The Truman Show if there is a possibility your life could be the Truman Show 😳,8472,4374,0.3988,0.522,0.0792,-0.3195,Neutral,0.522
t00813,2014-11-20 23:11:00,2014-11-20,2014-11,2014,23,Thursday,ladygaga,"#artRAVESheffield you we lovely, had us sweatin and spittinup hard! Only two shows left. A bittersweet ending to a new beginning.💗",4022,2716,0.004,0.0128,0.9832,0.9792,Positive,0.9832
t00814,2015-03-28 19:01:00,2015-03-28,2015-03,2015,19,Saturday,katyperry,TBH I'm getting slightly worried about butters. https://t.co/iYQShhzgW3,8897,4290,0.6526,0.3336,0.0138,-0.6388,Negative,0.6526
t00815,2013-06-03 03:07:00,2013-06-03,2013-06,2013,3,Monday,jtimberlake,Carole King and James Taylor(the FIRST JT!)on PBS Live at the Troubadour is giving me life right now. #MasterMusicians,1013,701,0.0028,0.0427,0.9545,0.9516,Positive,0.9545
t00816,2015-04-30 18:43:00,2015-04-30,2015-04,2015,18,Thursday,jtimberlake,"Congrats JT! 2 #ASCAP Pop Music Awards for ""Mirrors"" & ""Not A Bad Thing""!! http://t.co/G08rGiWaOh -teamJT http://t.co/IvTX0J0RBq",5491,2204,0.0017,0.0183,0.9801,0.9784,Positive,0.9801
t00817,2012-02-03 01:30:00,2012-02-03,2012-02,2012,1,Friday,selenagomez,Whoa.. I was just picking some flowers with this chick. Smile everyone http://t.co/7FXcPoN8,1505,3810,0.0083,0.0543,0.9375,0.9292,Positive,0.9375
t00818,2016-06-07 19:03:00,2016-06-07,2016-06,2016,19,Tuesday,ladygaga,#HILLARY2016 VOTE for the 1st female US president in history. This country could use a little rock n' roll. 🇺🇸🙏🏽🤘🏽 https://t.co/3kYJsvclc0,40223,12554,0.007,0.0662,0.9268,0.9198,Positive,0.9268
t00819,2015-12-14 19:45:00,2015-12-14,2015-12,2015,19,Monday,kimkardashian,My experience eating my placenta is up on my app! https://t.co/0aC3YXxIgv https://t.co/xcCEtVCvzb,5969,2606,0.005,0.7021,0.293,0.288,Neutral,0.7021
t00820,2014-07-30 14:32:00,2014-07-30,2014-07,2014,14,Wednesday,jimmyfallon,“@jlalich: @jimmyfallon you're nearing show number 100….how're you feeling?” Lucky.,908,109,0.0049,0.1039,0.8911,0.8862,Positive,0.8911
t00821,2015-10-01 17:26:00,2015-10-01,2015-10,2015,17,Thursday,theellenshow,Happy #ThrowbackThursday! http://t.co/lv7LRJdNkh,5942,1482,0.0026,0.0126,0.9849,0.9823,Positive,0.9849
t00822,2015-07-02 19:17:00,2015-07-02,2015-07,2015,19,Thursday,barackobama,"""The last seven years—shoot, the last seven days—should remind us there's nothing America cannot do."" —President Obama",3332,1342,0.02,0.2086,0.7714,0.7514,Positive,0.7714
t00823,2015-04-27 00:00:00,2015-04-27,2015-04,2015,0,Monday,theellenshow,"Just watched @MLauer's generous offer at the #DaytimeEmmys. Come on, everyone! Let’s thank him!",1921,350,0.0028,0.0206,0.9766,0.9738,Positive,0.9766
t00824,2015-08-30 22:41:00,2015-08-30,2015-08,2015,22,Sunday,selenagomez,#Shazam my @Pantene commercial tonight during the #VMAs for a chance to come to the #REVIVALevent in LA :) @Shazam,17933,10946,0.003,0.1865,0.8105,0.8074,Positive,0.8105
t00825,2014-12-13 19:10:00,2014-12-13,2014-12,2014,19,Saturday,rihanna,@zac_posen thank you again for having your beautiful art be a part of the #DiamondBall #oneLoveAlways http://t.co/trLZvCwbT6,1735,911,0.0025,0.0118,0.9857,0.9833,Positive,0.9857
t00826,2016-10-22 16:00:00,2016-10-22,2016-10,2016,16,Saturday,youtube,🎶 Haᵃˡˡelᵤⱼaaaaah Let @PTXOfficial sing you something soothing →https://t.co/DFXC9gFPMQ https://t.co/QMZ9jQd15u,1135,279,0.0033,0.1285,0.8681,0.8648,Positive,0.8681
t00827,2016-08-16 17:20:00,2016-08-16,2016-08,2016,17,Tuesday,theellenshow,"Louisiana, I love you. Text LAFLOODS to 90999 to make a $10 donation through the American @RedCross. #LouisianaFlood",4535,1990,0.0071,0.08,0.9128,0.9057,Positive,0.9128
t00828,2011-10-27 12:07:00,2011-10-27,2011-10,2011,12,Thursday,cristiano,Check out my amazing Castrol EDGE #TestedToTheLimit Blackout Challenge teaser [via@castrolfootball] ... http://t.co/1egYi3dv,136,254,0.0021,0.2125,0.7854,0.7833,Positive,0.7854
t00829,2016-05-27 15:53:00,2016-05-27,2016-05,2016,15,Friday,jimmyfallon,We couldn't have done it if the original wasn't fantastic. Thank you. https://t.co/uISJ6anEpN,2575,472,0.0445,0.1149,0.8405,0.796,Positive,0.8405
t00830,2016-02-20 20:01:00,2016-02-20,2016-02,2016,20,Saturday,arianagrande,@ddlovato and by lit we mean everyone shat themselves,25970,15340,0.8226,0.1601,0.0173,-0.8053,Negative,0.8226
t00831,2016-12-22 22:28:00,2016-12-22,2016-12,2016,22,Thursday,cnnbrk,Trump team asks State Department for info on gender programs. https://t.co/aW2qJdZEtt https://t.co/4X3fdkOkiP,213,176,0.1053,0.8723,0.0224,-0.0829,Neutral,0.8723
t00832,2016-01-20 23:40:00,2016-01-20,2016-01,2016,23,Wednesday,arianagrande,"not today satan !!!!!! gtg finish this music & live my cute, drama free life !!",77121,48863,0.7355,0.1996,0.0649,-0.6705,Negative,0.7355
t00833,2014-01-22 21:42:00,2014-01-22,2014-01,2014,21,Wednesday,shakira,Oooh! Gracias por este collage! Shak RT @ShakirasSmile @shakira @3gerardpique say Happy Birthday To Milan!! :) http://t.co/jShMrqeLbI,1791,938,0.002,0.009,0.9891,0.9871,Positive,0.9891
t00834,2015-10-09 16:23:00,2015-10-09,2015-10,2015,16,Friday,selenagomez,What I wish I could tell everyone when they feel knocked down. https://t.co/ASNVuibO2p,9039,6188,0.2674,0.5512,0.1814,-0.086,Neutral,0.5512
t00835,2013-10-10 21:08:00,2013-10-10,2013-10,2013,21,Thursday,katyperry,And Cooper High School! http://t.co/CKWV3WMGjQ #ROAR #GMA,2443,2802,0.0037,0.7651,0.2312,0.2275,Neutral,0.7651
t00836,2014-02-11 23:10:00,2014-02-11,2014-02,2014,23,Tuesday,jimmyfallon,“@izzygeraci: @jimmyfallon what about hashtags jim jim???” Yes.,452,78,0.0209,0.8643,0.1148,0.0939,Neutral,0.8643
t00837,2013-02-02 23:32:00,2013-02-02,2013-02,2013,23,Saturday,shakira,"Thanks to all of you for your good wishes! Much love, Shak http://t.co/Syw9csg0 #ShakiFans",1017,968,0.0031,0.0107,0.9862,0.9831,Positive,0.9862
t00838,2016-05-24 01:04:00,2016-05-24,2016-05,2016,1,Tuesday,arianagrande,tea & signed album postcards up now: https://t.co/vpJNVa2Hzt ☕️,18696,7351,0.004,0.8674,0.1286,0.1246,Neutral,0.8674
t00839,2015-11-05 00:29:00,2015-11-05,2015-11,2015,0,Thursday,kimkardashian,#BTS KENDALL’S BIRTHDAY PARTY https://t.co/dUlHF4Pkpb https://t.co/dkKCJLfGKq,6130,1296,0.0042,0.5885,0.4073,0.4031,Neutral,0.5885
t00840,2012-04-16 15:36:00,2012-04-16,2012-04,2012,15,Monday,cristiano,Great team result this wknd. Check out these photos. Hala Madrid! http://t.co/iDpqRcjg,770,1367,0.0029,0.0092,0.9879,0.985,Positive,0.9879
t00841,2013-07-15 02:25:00,2013-07-15,2013-07,2013,2,Monday,katyperry,@devhynes you better preach.,808,1212,0.0645,0.4208,0.5147,0.4502,Positive,0.5147
t00842,2016-10-05 15:50:00,2016-10-05,2016-10,2016,15,Wednesday,barackobama,Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: https://t.co/zuSWzxSaqW #DoYourJob,2235,718,0.0067,0.4683,0.5251,0.5184,Positive,0.5251
t00843,2016-12-31 07:21:00,2016-12-31,2016-12,2016,7,Saturday,cnnbrk,"Twin suicide attacks on busy Baghdad street leaves at least 19 dead, scores wounded, local officials say. https://t.co/yNi12ok1j3",453,668,0.7227,0.2706,0.0067,-0.716,Negative,0.7227
t00844,2014-01-06 02:42:00,2014-01-06,2014-01,2014,2,Monday,jimmyfallon,Our director Dave Diomedi shot all of these live - no pretapes - in front of our audiences. He's the best. #Emmy,845,124,0.0024,0.0148,0.9829,0.9805,Positive,0.9829
t00845,2016-08-14 23:28:00,2016-08-14,2016-08,2016,23,Sunday,arianagrande,why y'all so fuckin funny 😭 I love you forever and ever goodbye,48336,17885,0.0388,0.0352,0.926,0.8872,Positive,0.926
t00846,2014-09-14 12:56:00,2014-09-14,2014-09,2014,12,Sunday,ladygaga,@GagaSons splits queen! 🐷👑,1642,825,0.0063,0.0332,0.9605,0.9542,Positive,0.9605
t00847,2015-06-02 14:11:00,2015-06-02,2015-06,2015,14,Tuesday,jimmyfallon,.@edsheeran has a side gig covering heavy metal and rap https://t.co/3aiXyBKRLW #FallonTonight,2131,747,0.0028,0.8442,0.153,0.1502,Neutral,0.8442
t00848,2016-01-18 18:43:00,2016-01-18,2016-01,2016,18,Monday,theellenshow,"Brielle just turned 4 & celebrated by naming the new elements. When I was 4, I thought my shadow was another person. https://t.co/RX9BBF917g",3836,545,0.0111,0.3367,0.6521,0.641,Positive,0.6521
t00849,2011-07-19 22:52:00,2011-07-19,2011-07,2011,22,Tuesday,jtimberlake,"My grandpa also told me, ""don't lose your head over a little piece of tail!"" #askjt",163,655,0.1469,0.622,0.2312,0.0843,Neutral,0.622
t00850,2014-03-31 17:00:00,2014-03-31,2014-03,2014,17,Monday,cristiano,Come support Portugal vs Ireland on June 10 at @MLStadium. It’s Portugal National Day. http://t.co/IrVnQPZNmg http://t.co/Sa8V91zO7o,4547,3414,0.0017,0.1712,0.827,0.8253,Positive,0.827
t00851,2016-04-14 23:00:00,2016-04-14,2016-04,2016,23,Thursday,youtube,Nobody steals a bike on Froggy Fresh’s watch. https://t.co/HTJbMdkCXP https://t.co/cg0WRzdbOI,915,108,0.0353,0.6762,0.2885,0.2532,Neutral,0.6762
t00852,2016-03-09 23:15:00,2016-03-09,2016-03,2016,23,Wednesday,theellenshow,Happy #YoureWelcomeWednesday! https://t.co/r81QnyvwmI,1560,206,0.003,0.0115,0.9856,0.9826,Positive,0.9856
t00853,2011-08-01 18:01:00,2011-08-01,2011-08,2011,18,Monday,selenagomez,"I am having such an amazing time on the road meeting everyone, the crowds have been so energized and it makes for... http://fb.me/YNDILKIt",927,2192,0.0027,0.0066,0.9907,0.9879,Positive,0.9907
t00854,2016-07-04 01:21:00,2016-07-04,2016-07,2016,1,Monday,kimkardashian,Being calm is my thing. No other choice https://t.co/IJIiwMkJG2,1953,306,0.0188,0.2948,0.6864,0.6676,Positive,0.6864
t00855,2016-02-22 21:26:00,2016-02-22,2016-02,2016,21,Monday,theellenshow,Saint West is adorable. https://t.co/YTmVmPGYqa,15648,2409,0.0054,0.0229,0.9717,0.9663,Positive,0.9717
t00856,2016-04-19 15:43:00,2016-04-19,2016-04,2016,15,Tuesday,barackobama,Stand up today for a fair Supreme Court nomination process: https://t.co/ZNdQVurk9h #DoYourJob,1981,673,0.0458,0.7021,0.2521,0.2062,Neutral,0.7021
t00857,2014-05-19 16:19:00,2014-05-19,2014-05,2014,16,Monday,katyperry,Mmmmm my baby's got a secret... @vmagazine http://t.co/WrP2gEyALI,5930,3782,0.007,0.3024,0.6906,0.6837,Positive,0.6906
t00858,2016-09-15 18:46:00,2016-09-15,2016-09,2016,18,Thursday,rihanna,The originals are back!!! #THECREEPER returns on September 29th in the original color ways! https://t.co/n8l0zeKJFV,44783,12589,0.0012,0.0848,0.9139,0.9127,Positive,0.9139
t00859,2015-04-21 22:08:00,2015-04-21,2015-04,2015,22,Tuesday,cristiano,Tomorrow is decisive and your support is essential for the triumph! Hala Madrid! ... http://t.co/MEcbXouEza,10571,5584,0.0025,0.0378,0.9597,0.9573,Positive,0.9597
t00860,2013-05-24 02:05:00,2013-05-24,2013-05,2013,2,Friday,katyperry,Mr. Keef! I'm sorry if I offended you. I heard a lot of people guesting on the song & didn't even know it was you in particular. Actually...,5243,14081,0.4398,0.4831,0.077,-0.3628,Neutral,0.4831
